generation,Wmax,Wmin,Pmax,Pmin,Fmax,Fmin,Wmean,Pmean,Fmean,Max_CVM,Mean_CVM,Min_CVM,Fit_maxPareto,Fit_meanPareto,fitValue,NWmax,NWmin,NPmax,NPmin,NFmax,NFmin,NWmean,NPmean,NFmean
239,14.224769,14.224769,297.540814,297.540814,1.198274,1.177303,14.224769,297.540814,1.187788,5.000000,4.600000,4.000000,-4414075466779742.500000,-4414075466779742.500000,-4414075466779742.500000,2669277683869291.500000,2669277683869291.500000,55833529053143848.000000,55833529053143840.000000,224856142117264.375000,220920842415818.125000,2669277683869291.500000,55833529053143848.000000,222888492266541.250000
240,14.224769,14.224769,297.540814,297.540814,1.186354,1.164807,14.224769,297.540814,1.176155,6.000000,5.500000,5.000000,-3541676575324369.500000,-3541676575324369.000000,-3541676575324369.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.250000,218575988898868.031250,2669277683869291.500000,55833529053143848.000000,220705386156049.125000
241,14.224769,14.224769,297.540814,297.540814,1.177303,1.167646,14.224769,297.540814,1.173757,5.000000,3.000000,2.000000,-3541676575324392.000000,-3541676575324392.000000,-3541676575324392.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,220920842415818.125000,219108741513231.375000,2669277683869291.500000,55833529053143848.000000,220255494662618.968750
242,14.224769,14.224769,297.540814,297.540814,1.198274,1.171013,14.224769,297.540814,1.182197,4.000000,3.600000,3.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219740655909691.093750,2669277683869291.500000,55833529053143848.000000,221839213480924.531250
243,14.224769,14.224769,297.540814,297.540814,1.198274,1.166666,14.224769,297.540814,1.182470,5.000000,4.200000,4.000000,-3541676575324364.000000,-3541676575324365.000000,-3541676575324364.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,218924799156220.656250,2669277683869291.500000,55833529053143848.000000,221890470636742.500000
244,14.224769,14.224769,297.540814,297.540814,1.186354,1.170912,14.224769,297.540814,1.177468,3.000000,2.900000,2.000000,-3541676575324377.000000,-3541676575324377.000000,-3541676575324377.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.250000,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,220951905798314.250000
245,14.224769,14.224769,297.540814,297.540814,1.198274,1.170912,14.224769,297.540814,1.184593,4.000000,3.500000,3.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,222288861785143.343750
246,14.224769,14.224769,297.540814,297.540814,1.198274,1.170912,14.224769,297.540814,1.182163,4.000000,3.800000,3.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,221832855328701.593750
247,14.224769,14.224769,297.540814,297.540814,1.198274,1.170912,14.224769,297.540814,1.181482,4.000000,3.800000,3.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,221705053925593.125000
248,14.224769,14.224769,297.540814,297.540814,1.198274,1.170912,14.224769,297.540814,1.184593,5.000000,4.800000,4.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,222288861785143.343750
249,14.224769,14.224769,297.540814,297.540814,1.183035,1.170033,14.224769,297.540814,1.176534,6.000000,5.500000,5.000000,-3541676575324381.500000,-3541676575324382.000000,-3541676575324381.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,221996561591421.843750,219556713552680.375000,2669277683869291.500000,55833529053143848.000000,220776637572051.093750
250,14.224769,14.224769,297.540814,297.540814,1.198274,1.163623,14.224769,297.540814,1.179733,6.000000,5.600000,5.000000,-3541676575324362.500000,-3541676575324362.000000,-3541676575324362.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,218353897628519.750000,2669277683869291.500000,55833529053143848.000000,221376960720534.093750
251,14.224769,14.224769,297.540814,297.540814,1.177303,1.168728,14.224769,297.540814,1.174118,6.000000,3.200000,2.000000,-3541676575324397.000000,-3541676575324397.500000,-3541676575324397.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,220920842415818.125000,219311758326910.843750,2669277683869291.500000,55833529053143848.000000,220323166933845.468750
252,14.224769,14.224769,297.540814,297.540814,1.198274,1.170912,14.224769,297.540814,1.181442,4.000000,3.700000,3.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,221697510786248.625000
253,14.224769,14.224769,297.540814,297.540814,1.198274,1.171013,14.224769,297.540814,1.184644,4.000000,3.100000,2.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219740655909691.093750,2669277683869291.500000,55833529053143848.000000,222298399013477.750000
254,14.224769,14.224769,297.540814,297.540814,1.198274,1.177303,14.224769,297.540814,1.187788,3.000000,2.800000,2.000000,-4414075466779742.500000,-4414075466779742.500000,-4414075466779742.500000,2669277683869291.500000,2669277683869291.500000,55833529053143848.000000,55833529053143840.000000,224856142117264.375000,220920842415818.125000,2669277683869291.500000,55833529053143848.000000,222888492266541.250000
255,14.224769,14.224769,297.540814,297.540814,1.198274,1.171013,14.224769,297.540814,1.182197,3.000000,2.900000,2.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219740655909691.093750,2669277683869291.500000,55833529053143848.000000,221839213480924.500000
256,14.224769,14.224769,297.540814,297.540814,1.185097,1.170912,14.224769,297.540814,1.177444,3.000000,2.800000,2.000000,-3541676575324379.000000,-3541676575324378.500000,-3541676575324379.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222383520762112.031250,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,220947334091313.968750
257,14.224769,14.224769,297.540814,297.540814,1.198274,1.170912,14.224769,297.540814,1.182163,3.000000,2.500000,2.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,221832855328701.625000
258,2.386245,2.386245,158.275857,158.275857,3.496254,3.483077,2.386245,158.275857,3.489666,3.000000,2.700000,2.000000,-3647394438584356.500000,-3647394438584357.000000,-3647394438584356.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2614397576696240.000000,1791115559980504.750000,118801848230651392.000000,2619342819406544.500000
259,2.386245,2.386245,158.275857,158.275857,3.496254,3.474302,2.386245,158.275857,3.485278,3.000000,2.900000,2.000000,-3647394438584321.500000,-3647394438584321.500000,-3647394438584321.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2607811093883021.000000,1791115559980504.750000,118801848230651392.000000,2616049577999934.500000
260,2.386245,2.386245,158.275857,158.275857,3.496254,3.483077,2.386245,158.275857,3.489666,4.000000,3.500000,3.000000,-3647394438584356.500000,-3647394438584357.000000,-3647394438584356.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2614397576696240.000000,1791115559980504.750000,118801848230651392.000000,2619342819406544.500000
261,2.386245,2.386245,158.275857,158.275857,3.496254,3.483077,2.386245,158.275857,3.489666,4.000000,3.800000,3.000000,-3647394438584356.500000,-3647394438584357.000000,-3647394438584356.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2614397576696240.000000,1791115559980504.750000,118801848230651392.000000,2619342819406544.500000
262,2.386245,2.386245,158.275857,158.275857,3.496254,3.481015,2.386245,158.275857,3.488635,4.000000,2.900000,2.000000,-3647394438584344.500000,-3647394438584345.000000,-3647394438584344.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2612849740013479.500000,1791115559980504.750000,118801848230651392.000000,2618568901065164.000000
263,2.386245,2.386245,158.275857,158.275857,3.496254,3.483077,2.386245,158.275857,3.489666,4.000000,3.600000,3.000000,-3647394438584356.500000,-3647394438584357.000000,-3647394438584356.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2614397576696240.000000,1791115559980504.750000,118801848230651392.000000,2619342819406544.500000
264,2.386245,2.386245,158.275857,158.275857,3.496254,3.483077,2.386245,158.275857,3.489666,5.000000,4.400000,4.000000,-3647394438584356.500000,-3647394438584357.000000,-3647394438584356.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2614397576696240.000000,1791115559980504.750000,118801848230651392.000000,2619342819406544.500000
265,2.624870,2.147621,174.103442,142.448271,3.831385,3.134770,2.386245,158.275857,3.483077,4.000000,3.000000,2.000000,159.645179,159.639738,159.628810,1.833333,1.500000,121.602086,99.492616,2.676021,2.189471,1.666667,110.547351,2.432746
266,2.386245,2.386245,158.275857,158.275857,3.496254,3.483077,2.386245,158.275857,3.489666,5.000000,3.450000,2.000000,-3647394438584356.500000,-3647394438584357.000000,-3647394438584356.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2614397576696240.000000,1791115559980504.750000,118801848230651392.000000,2619342819406544.500000
267,2.386245,2.386245,158.275857,158.275857,3.496254,3.483077,2.386245,158.275857,3.489666,3.000000,2.600000,2.000000,-3647394438584356.500000,-3647394438584357.000000,-3647394438584356.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2614397576696240.000000,1791115559980504.750000,118801848230651392.000000,2619342819406544.500000
268,2.386245,2.386245,158.275857,158.275857,3.496254,3.483077,2.386245,158.275857,3.489666,3.000000,2.800000,2.000000,-3647394438584356.500000,-3647394438584357.000000,-3647394438584356.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2614397576696240.000000,1791115559980504.750000,118801848230651392.000000,2619342819406544.500000
269,2.386245,2.386245,158.275857,158.275857,3.496254,3.483077,2.386245,158.275857,3.489666,3.000000,2.700000,2.000000,-3647394438584356.500000,-3647394438584357.000000,-3647394438584356.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2614397576696240.000000,1791115559980504.750000,118801848230651392.000000,2619342819406544.500000
270,2.386245,2.386245,158.275857,158.275857,3.496254,3.483077,2.386245,158.275857,3.489666,3.000000,2.700000,2.000000,-3647394438584356.500000,-3647394438584357.000000,-3647394438584356.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2614397576696240.000000,1791115559980504.750000,118801848230651392.000000,2619342819406544.500000
271,2.386245,2.386245,158.275857,158.275857,3.496254,3.483077,2.386245,158.275857,3.489666,4.000000,3.500000,3.000000,-3647394438584356.500000,-3647394438584357.000000,-3647394438584356.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2614397576696240.000000,1791115559980504.750000,118801848230651392.000000,2619342819406544.500000
272,2.386245,2.386245,158.275857,158.275857,3.483455,3.481015,2.386245,158.275857,3.482235,5.000000,4.700000,4.000000,-3647394438584744.000000,-3647394438584744.000000,-3647394438584744.000000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2614681330660269.500000,2612849740013479.500000,1791115559980504.750000,118801848230651392.000000,2613765535336874.500000
273,2.386245,2.386245,158.275857,158.275857,3.483455,3.481015,2.386245,158.275857,3.482235,5.000000,4.700000,4.000000,-3647394438584744.000000,-3647394438584744.000000,-3647394438584744.000000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2614681330660269.500000,2612849740013479.500000,1791115559980504.750000,118801848230651392.000000,2613765535336874.500000
274,2.386245,2.386245,158.275857,158.275857,3.483455,3.481015,2.386245,158.275857,3.482235,5.000000,4.700000,4.000000,-3647394438584744.000000,-3647394438584744.000000,-3647394438584744.000000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2614681330660269.500000,2612849740013479.500000,1791115559980504.750000,118801848230651392.000000,2613765535336874.500000
275,2.624870,2.147621,174.103442,142.448271,3.812300,3.119155,2.386245,158.275857,3.465727,6.000000,4.800000,4.000000,159.627829,159.626335,159.624584,1.833333,1.500000,121.602086,99.492616,2.662691,2.178565,1.666667,110.547351,2.420628
276,2.624870,2.147621,174.103442,142.448271,3.815893,3.122094,2.386245,158.275857,3.468993,6.000000,5.000000,4.000000,159.631095,159.625905,159.623705,1.833333,1.500000,121.602086,99.492616,2.665200,2.180618,1.666667,110.547351,2.422909
277,2.386245,2.386245,158.275857,158.275857,3.483455,3.481015,2.386245,158.275857,3.482235,7.000000,5.450000,3.000000,-3647394438584744.000000,-3647394438584744.000000,-3647394438584744.000000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2614681330660269.500000,2612849740013479.500000,1791115559980504.750000,118801848230651392.000000,2613765535336874.500000
278,2.624870,2.147621,158.275857,158.275857,3.496254,3.466829,2.386245,158.275857,3.481542,7.000000,6.300000,6.000000,-1856278878603804.500000,-1856278878603804.500000,-1856278878603804.500000,1.833333,1.500000,110.547351,110.547351,2.441949,2.421398,1.666667,110.547351,2.431674
279,2.624870,2.147621,174.103442,142.448271,3.813512,3.120147,2.386245,158.275857,3.466829,6.000000,5.000000,4.000000,159.628931,159.627439,159.624584,1.833333,1.500000,121.602086,99.492616,2.663538,2.179258,1.666667,110.547351,2.421398
280,2.386245,2.386245,174.103442,142.448271,3.475283,3.472240,2.386245,158.275857,3.473761,7.000000,5.250000,3.000000,-1791115559980722.500000,-1791115559980722.750000,-1791115559980722.500000,1791115559980505.000000,1791115559980504.750000,130682033053716560.000000,106921663407586288.000000,2608546863311063.500000,2606263257200260.000000,1791115559980504.750000,118801848230651408.000000,2607405060255661.500000
281,2.624870,2.147621,174.103442,142.448271,3.813512,3.120147,2.386245,158.275857,3.466829,6.000000,5.200000,4.000000,159.628931,159.626834,159.623807,1.833333,1.500000,121.602086,99.492616,2.663538,2.179258,1.666667,110.547351,2.421398
282,2.386245,2.386245,158.275857,158.275857,3.483455,3.483077,2.386245,158.275857,3.483266,8.000000,5.450000,3.000000,-3647394438587339.500000,-3647394438587339.000000,-3647394438587339.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2614681330660269.500000,2614397576696240.000000,1791115559980504.750000,118801848230651392.000000,2614539453678254.500000
283,2.386245,2.386245,158.275857,158.275857,3.496254,3.483077,2.386245,158.275857,3.489666,6.000000,5.800000,5.000000,-3647394438584356.500000,-3647394438584357.000000,-3647394438584356.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2614397576696240.000000,1791115559980504.750000,118801848230651392.000000,2619342819406544.500000
284,2.386245,2.386245,158.275857,158.275857,3.496254,3.474302,2.386245,158.275857,3.485278,6.000000,5.500000,5.000000,-3647394438584321.500000,-3647394438584321.500000,-3647394438584321.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2607811093883020.500000,1791115559980504.750000,118801848230651392.000000,2616049577999934.500000
285,2.386245,2.386245,158.275857,158.275857,3.496254,3.481015,2.386245,158.275857,3.488635,6.000000,4.200000,3.000000,-3647394438584344.500000,-3647394438584345.000000,-3647394438584344.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2612849740013479.500000,1791115559980504.750000,118801848230651392.000000,2618568901065164.000000
286,2.386245,2.386245,158.275857,158.275857,3.484334,3.483077,2.386245,158.275857,3.483706,4.000000,3.600000,3.000000,-3647394438585192.500000,-3647394438585193.000000,-3647394438585192.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2615340802261637.000000,2614397576696240.000000,1791115559980504.750000,118801848230651392.000000,2614869189478938.500000
287,2.386245,2.386245,174.103442,142.448271,3.475283,3.474302,2.386245,158.275857,3.474792,3.000000,2.800000,2.000000,-1791115559981523.500000,-1791115559981523.500000,-1791115559981523.500000,1791115559980505.000000,1791115559980504.750000,130682033053716560.000000,106921663407586288.000000,2608546863311064.000000,2607811093883021.000000,1791115559980504.750000,118801848230651408.000000,2608178978597042.500000
288,2.624870,2.147621,174.103442,142.448271,3.831385,3.134770,2.386245,158.275857,3.483077,4.000000,3.700000,3.000000,159.645179,159.631219,159.626748,1.833333,1.500000,121.602086,99.492616,2.676021,2.189471,1.666667,110.547351,2.432746
289,2.386245,2.386245,158.275857,158.275857,3.496254,3.483077,2.386245,158.275857,3.489666,6.000000,4.100000,2.000000,-3647394438584356.500000,-3647394438584357.000000,-3647394438584356.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2614397576696240.000000,1791115559980504.750000,118801848230651392.000000,2619342819406544.500000
290,2.624870,2.147621,174.103442,142.448271,3.814814,3.121212,2.386245,158.275857,3.468013,6.000000,5.500000,5.000000,159.630115,159.626530,159.623705,1.833333,1.500000,121.602086,99.492616,2.664447,2.180002,1.666667,110.547351,2.422224
291,2.386245,2.386245,158.275857,158.275857,3.496254,3.483077,2.386245,158.275857,3.489666,7.000000,6.050000,4.000000,-3647394438584356.500000,-3647394438584357.000000,-3647394438584356.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2614397576696240.000000,1791115559980504.750000,118801848230651392.000000,2619342819406544.500000
292,2.624870,2.147621,174.103442,142.448271,3.811110,3.118181,2.386245,158.275857,3.464645,7.000000,5.600000,4.000000,159.626748,159.624706,159.622522,1.833333,1.500000,121.602086,99.492616,2.661860,2.177885,1.666667,110.547351,2.419872
293,2.386245,2.386245,158.275857,158.275857,3.496254,3.480137,2.386245,158.275857,3.488195,8.000000,5.650000,4.000000,-3647394438584340.500000,-3647394438584341.000000,-3647394438584340.500000,1791115559980505.000000,1791115559980504.750000,118801848230651408.000000,118801848230651392.000000,2624288062116848.500000,2612190268412111.500000,1791115559980504.750000,118801848230651392.000000,2618239165264480.000000
294,2.624870,2.147621,174.103442,142.448271,3.811222,3.118272,2.386245,158.275857,3.464747,6.000000,5.100000,4.000000,159.626849,159.625926,159.623705,1.833333,1.500000,121.602086,99.492616,2.661938,2.177949,1.666667,110.547351,2.419943
295,2.624870,2.147621,158.275857,158.275857,3.496254,3.464747,2.386245,158.275857,3.480501,9.000000,5.650000,4.000000,-1856278878603802.000000,-1856278878603801.500000,-1856278878603802.000000,1.833333,1.500000,110.547351,110.547351,2.441949,2.419943,1.666667,110.547351,2.430946
296,2.624870,2.147621,174.103442,142.448271,3.811580,3.118565,2.386245,158.275857,3.465072,8.000000,6.700000,6.000000,159.627174,159.624829,159.620764,1.833333,1.500000,121.602086,99.492616,2.662188,2.178153,1.666667,110.547351,2.420171
297,14.224769,14.224769,297.540814,297.540814,1.174260,1.168850,14.224769,297.540814,1.171555,9.000000,6.350000,4.000000,-3541676575324423.500000,-3541676575324423.500000,-3541676575324423.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,220349940888117.218750,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,219842281585224.656250
298,14.224769,14.224769,297.540814,297.540814,1.198274,1.170033,14.224769,297.540814,1.184154,6.000000,5.100000,5.000000,-3541676575324365.500000,-3541676575324366.000000,-3541676575324365.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219556713552680.406250,2669277683869291.500000,55833529053143848.000000,222206427834972.406250
299,14.224769,14.224769,297.540814,297.540814,1.198274,1.170033,14.224769,297.540814,1.184154,7.000000,5.900000,5.000000,-3541676575324365.500000,-3541676575324366.000000,-3541676575324365.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219556713552680.406250,2669277683869291.500000,55833529053143848.000000,222206427834972.406250
