generation,Wmax,Wmin,Pmax,Pmin,Fmax,Fmin,Wmean,Pmean,Fmean,Max_CVM,Mean_CVM,Min_CVM,Fit_maxPareto,Fit_meanPareto,fitValue,NWmax,NWmin,NPmax,NPmin,NFmax,NFmin,NWmean,NPmean,NFmean
84,7.140123,7.140123,315.931174,315.931174,1.657870,1.629629,7.140123,315.931174,1.643750,5.000000,4.300000,4.000000,-4532327936770517.000000,-4532327936770516.000000,-4532327936770517.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,611599776470139.625000,2679687940115628.500000,118568959785932416.000000,616899205034723.750000
85,7.140123,7.140123,315.931174,315.931174,1.657870,1.625281,7.140123,315.931174,1.641576,5.000000,4.100000,4.000000,-4532327936770515.000000,-4532327936770514.000000,-4532327936770515.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,609968062963198.875000,2679687940115628.500000,118568959785932416.000000,616083348281253.375000
86,7.140123,7.140123,315.931174,315.931174,1.657870,1.629629,7.140123,315.931174,1.643750,5.000000,4.500000,4.000000,-4532327936770517.000000,-4532327936770516.000000,-4532327936770517.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,611599776470139.625000,2679687940115628.500000,118568959785932416.000000,616899205034723.750000
87,7.140123,7.140123,315.931174,315.931174,1.635918,1.629629,7.140123,315.931174,1.632774,5.000000,4.300000,4.000000,-4532327936770584.000000,-4532327936770586.000000,-4532327936770584.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,613960149482393.875000,611599776470139.625000,2679687940115628.500000,118568959785932416.000000,612779962976266.750000
88,7.140123,7.140123,315.931174,315.931174,1.657870,1.630508,7.140123,315.931174,1.644189,5.000000,4.600000,4.000000,-4532327936770518.000000,-4532327936770517.000000,-4532327936770518.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,611929512270823.500000,2679687940115628.500000,118568959785932416.000000,617064072935065.625000
89,7.140123,7.140123,315.931174,315.931174,1.657870,1.630508,7.140123,315.931174,1.644189,5.000000,4.700000,4.000000,-4532327936770518.000000,-4532327936770517.000000,-4532327936770518.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,611929512270823.500000,2679687940115628.500000,118568959785932416.000000,617064072935065.625000
90,7.140123,7.140123,315.931174,315.931174,1.657870,1.628446,7.140123,315.931174,1.643158,6.000000,5.500000,5.000000,-4532327936770516.000000,-4532327936770515.000000,-4532327936770516.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,611155593929443.375000,2679687940115628.500000,118568959785932416.000000,616677113764375.625000
91,7.854135,6.426111,315.931174,315.931174,1.628446,1.626160,7.140123,315.931174,1.627303,5.000000,4.600000,4.000000,-1852639996655108.000000,-1852639996655108.000000,-1852639996655108.250000,1.833333,1.500000,73.745502,73.745502,0.380116,0.379583,1.666667,73.745502,0.379849
92,7.140123,7.140123,315.931174,315.931174,1.657870,1.627344,7.140123,315.931174,1.642607,6.000000,5.100000,4.000000,-4532327936770516.000000,-4532327936770515.000000,-4532327936770516.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,610741981304579.125000,2679687940115628.500000,118568959785932416.000000,616470307451943.500000
93,7.140123,7.140123,315.931174,315.931174,1.657870,1.630609,7.140123,315.931174,1.644240,3.000000,2.700000,2.000000,-4532327936770518.000000,-4532327936770517.000000,-4532327936770518.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,611967661184161.375000,2679687940115628.500000,118568959785932416.000000,617083147391734.625000
94,7.140123,7.140123,315.931174,315.931174,1.657870,1.627344,7.140123,315.931174,1.642607,4.000000,3.700000,3.000000,-4532327936770516.000000,-4532327936770515.000000,-4532327936770516.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,610741981304579.125000,2679687940115628.500000,118568959785932416.000000,616470307451943.500000
95,7.140123,7.140123,315.931174,315.931174,1.657870,1.626262,7.140123,315.931174,1.642066,5.000000,4.400000,4.000000,-4532327936770515.000000,-4532327936770514.000000,-4532327936770515.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,610335947677220.125000,2679687940115628.500000,118568959785932416.000000,616267290638264.000000
96,7.854135,6.426111,315.931174,315.931174,1.629629,1.626363,7.140123,315.931174,1.627996,5.000000,4.800000,4.000000,-1852639996655036.750000,-1852639996655036.750000,-1852639996655036.750000,1.833333,1.500000,73.745502,73.745502,0.380392,0.379630,1.666667,73.745502,0.380011
97,7.140123,7.140123,315.931174,315.931174,1.642631,1.626262,7.140123,315.931174,1.634446,5.000000,4.500000,4.000000,-4532327936770531.000000,-4532327936770530.000000,-4532327936770531.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,616479472547622.500000,610335947677220.125000,2679687940115628.500000,118568959785932416.000000,613407710112421.375000
98,7.140123,7.140123,315.931174,315.931174,1.635918,1.630508,7.140123,315.931174,1.633213,5.000000,4.500000,4.000000,-4532327936770598.000000,-4532327936770597.000000,-4532327936770598.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,613960149482393.875000,611929512270823.875000,2679687940115628.500000,118568959785932416.000000,612944830876608.875000
99,7.140123,7.140123,315.931174,315.931174,1.657870,1.626262,7.140123,315.931174,1.642066,5.000000,4.300000,4.000000,-4532327936770515.000000,-4532327936770514.000000,-4532327936770515.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,610335947677220.125000,2679687940115628.500000,118568959785932416.000000,616267290638264.000000
100,7.140123,7.140123,315.931174,315.931174,1.635918,1.630609,7.140123,315.931174,1.633264,4.000000,4.000000,4.000000,-4532327936770600.000000,-4532327936770598.000000,-4532327936770600.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,613960149482393.875000,611967661184161.375000,2679687940115628.500000,118568959785932416.000000,612963905333277.625000
101,7.854135,6.426111,347.524291,284.338057,1.793670,1.467548,7.140123,315.931174,1.630609,4.000000,3.700000,3.000000,320.201906,320.200475,320.197660,1.833333,1.500000,81.120052,66.370952,0.418683,0.342559,1.666667,73.745502,0.380621
102,7.140123,7.140123,315.931174,315.931174,1.636899,1.630609,7.140123,315.931174,1.633788,6.000000,4.050000,3.000000,-4532327936770584.000000,-4532327936770586.000000,-4532327936770584.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,614328034196415.125000,611967661184161.375000,2679687940115628.500000,118568959785932416.000000,613160642173863.375000
103,7.854135,6.426111,347.524291,284.338057,1.793670,1.467548,7.140123,315.931174,1.630609,4.000000,4.000000,4.000000,320.201906,320.200169,320.197559,1.833333,1.500000,81.120052,66.370952,0.418683,0.342559,1.666667,73.745502,0.380621
104,7.140123,7.140123,315.931174,315.931174,1.657870,1.630609,7.140123,315.931174,1.644240,6.000000,4.300000,3.000000,-4532327936770518.000000,-4532327936770517.000000,-4532327936770518.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,611967661184161.375000,2679687940115628.500000,118568959785932416.000000,617083147391734.625000
105,7.140123,7.140123,315.931174,315.931174,1.657870,1.630609,7.140123,315.931174,1.644240,4.000000,3.400000,3.000000,-4532327936770518.000000,-4532327936770517.000000,-4532327936770518.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,611967661184161.375000,2679687940115628.500000,118568959785932416.000000,617083147391734.625000
106,7.140123,7.140123,315.931174,315.931174,1.657870,1.626363,7.140123,315.931174,1.642117,4.000000,3.800000,3.000000,-4532327936770515.000000,-4532327936770514.000000,-4532327936770515.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,610374096590557.875000,2679687940115628.500000,118568959785932416.000000,616286365094932.875000
107,7.140123,7.140123,315.931174,315.931174,1.657870,1.627344,7.140123,315.931174,1.642607,5.000000,4.700000,4.000000,-4532327936770516.000000,-4532327936770515.000000,-4532327936770516.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,610741981304579.125000,2679687940115628.500000,118568959785932416.000000,616470307451943.500000
108,7.140123,7.140123,315.931174,315.931174,1.657870,1.624200,7.140123,315.931174,1.641035,6.000000,5.500000,5.000000,-4532327936770514.000000,-4532327936770514.000000,-4532327936770514.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,609562029335840.000000,2679687940115628.500000,118568959785932416.000000,615880331467573.875000
109,7.854135,6.426111,347.524291,284.338057,1.797242,1.470471,7.140123,315.931174,1.633856,6.000000,5.100000,4.000000,320.205153,320.200547,320.194618,1.833333,1.500000,81.120052,66.370952,0.419517,0.343241,1.666667,73.745502,0.381379
110,7.140123,7.140123,315.931174,315.931174,1.645950,1.626363,7.140123,315.931174,1.636157,6.000000,5.200000,4.000000,-4532327936770526.000000,-4532327936770526.000000,-4532327936770526.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,617725003671701.500000,610374096590557.875000,2679687940115628.500000,118568959785932416.000000,614049550131129.625000
111,7.140123,7.140123,315.931174,315.931174,1.636899,1.626363,7.140123,315.931174,1.633060,5.000000,3.900000,3.000000,-4532327936770549.000000,-4532327936770548.000000,-4532327936770549.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,614328034196415.125000,610374096590557.875000,2679687940115628.500000,118568959785932416.000000,612887426756455.625000
112,7.140123,7.140123,315.931174,315.931174,1.635918,1.630508,7.140123,315.931174,1.633213,4.000000,3.800000,3.000000,-4532327936770598.000000,-4532327936770597.000000,-4532327936770598.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,613960149482393.875000,611929512270823.875000,2679687940115628.500000,118568959785932416.000000,612944830876608.875000
113,7.140123,7.140123,315.931174,315.931174,1.636899,1.630609,7.140123,315.931174,1.634476,4.000000,3.600000,3.000000,-4532327936770584.000000,-4532327936770586.000000,-4532327936770584.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,614328034196415.125000,611967661184161.375000,2679687940115628.500000,118568959785932432.000000,613418614954323.375000
114,7.140123,7.140123,315.931174,315.931174,1.636899,1.627242,7.140123,315.931174,1.633353,3.000000,2.700000,2.000000,-4532327936770554.000000,-4532327936770555.000000,-4532327936770554.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,614328034196415.125000,610703832391241.625000,2679687940115628.500000,118568959785932416.000000,612997338690016.875000
115,7.140123,7.140123,315.931174,315.931174,1.657870,1.627242,7.140123,315.931174,1.642556,4.000000,3.300000,3.000000,-4532327936770516.000000,-4532327936770515.000000,-4532327936770516.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,610703832391241.875000,2679687940115628.500000,118568959785932416.000000,616451232995274.875000
116,7.140123,7.140123,315.931174,315.931174,1.645950,1.630609,7.140123,315.931174,1.638280,4.000000,3.600000,3.000000,-4532327936770533.000000,-4532327936770532.000000,-4532327936770533.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,617725003671701.500000,611967661184161.375000,2679687940115628.500000,118568959785932416.000000,614846332427931.375000
117,7.140123,7.140123,315.931174,315.931174,1.657870,1.628446,7.140123,315.931174,1.643158,5.000000,4.400000,4.000000,-4532327936770516.000000,-4532327936770515.000000,-4532327936770516.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,611155593929443.500000,2679687940115628.500000,118568959785932416.000000,616677113764375.625000
118,7.140123,7.140123,315.931174,315.931174,1.657870,1.630508,7.140123,315.931174,1.644189,5.000000,4.500000,4.000000,-4532327936770518.000000,-4532327936770517.000000,-4532327936770518.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,611929512270823.875000,2679687940115628.500000,118568959785932416.000000,617064072935065.875000
119,7.140123,7.140123,315.931174,315.931174,1.645071,1.625383,7.140123,315.931174,1.635227,6.000000,5.400000,5.000000,-4532327936770526.000000,-4532327936770526.000000,-4532327936770526.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,617395267871017.625000,610006211876536.500000,2679687940115628.500000,118568959785932416.000000,613700739873777.125000
120,7.140123,7.140123,315.931174,315.931174,1.657870,1.626262,7.140123,315.931174,1.642066,7.000000,6.300000,6.000000,-4532327936770515.000000,-4532327936770514.000000,-4532327936770515.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,610335947677220.125000,2679687940115628.500000,118568959785932416.000000,616267290638264.000000
121,7.140123,7.140123,315.931174,315.931174,1.657870,1.630609,7.140123,315.931174,1.644240,6.000000,3.200000,2.000000,-4532327936770518.000000,-4532327936770517.000000,-4532327936770518.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,611967661184161.375000,2679687940115628.500000,118568959785932416.000000,617083147391734.625000
122,7.140123,7.140123,315.931174,315.931174,1.657870,1.629629,7.140123,315.931174,1.643750,4.000000,3.500000,3.000000,-4532327936770517.000000,-4532327936770516.000000,-4532327936770517.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,611599776470140.000000,2679687940115628.500000,118568959785932416.000000,616899205034723.875000
123,7.140123,7.140123,315.931174,315.931174,1.645950,1.626262,7.140123,315.931174,1.636106,4.000000,3.700000,3.000000,-4532327936770526.000000,-4532327936770526.000000,-4532327936770526.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,617725003671701.500000,610335947677220.125000,2679687940115628.500000,118568959785932416.000000,614030475674460.875000
124,7.140123,7.140123,315.931174,315.931174,1.657870,1.630508,7.140123,315.931174,1.644189,4.000000,3.700000,3.000000,-4532327936770518.000000,-4532327936770517.000000,-4532327936770518.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,611929512270823.875000,2679687940115628.500000,118568959785932416.000000,617064072935065.875000
125,7.140123,7.140123,315.931174,315.931174,1.657870,1.627344,7.140123,315.931174,1.642607,5.000000,4.400000,4.000000,-4532327936770516.000000,-4532327936770515.000000,-4532327936770516.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,610741981304579.125000,2679687940115628.500000,118568959785932416.000000,616470307451943.500000
126,7.140123,7.140123,315.931174,315.931174,1.657870,1.627344,7.140123,315.931174,1.642607,5.000000,4.400000,4.000000,-4532327936770516.000000,-4532327936770515.000000,-4532327936770516.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,610741981304579.125000,2679687940115628.500000,118568959785932416.000000,616470307451943.500000
127,7.140123,7.140123,315.931174,315.931174,1.657870,1.630508,7.140123,315.931174,1.644189,5.000000,4.600000,4.000000,-4532327936770518.000000,-4532327936770517.000000,-4532327936770518.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,611929512270823.875000,2679687940115628.500000,118568959785932416.000000,617064072935065.875000
128,7.140123,7.140123,315.931174,315.931174,1.645950,1.627344,7.140123,315.931174,1.636647,5.000000,4.200000,4.000000,-4532327936770527.000000,-4532327936770527.000000,-4532327936770527.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,617725003671701.500000,610741981304579.125000,2679687940115628.500000,118568959785932416.000000,614233492488140.375000
129,7.140123,7.140123,315.931174,315.931174,1.645950,1.630508,7.140123,315.931174,1.638229,5.000000,3.300000,2.000000,-4532327936770533.000000,-4532327936770532.000000,-4532327936770533.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,617725003671701.625000,611929512270823.875000,2679687940115628.500000,118568959785932416.000000,614827257971262.750000
130,7.140123,7.140123,315.931174,315.931174,1.657870,1.628446,7.140123,315.931174,1.643158,4.000000,3.900000,3.000000,-4532327936770516.000000,-4532327936770515.000000,-4532327936770516.000000,2679687940115628.500000,2679687940115628.500000,118568959785932432.000000,118568959785932416.000000,622198633599307.875000,611155593929443.375000,2679687940115628.500000,118568959785932416.000000,616677113764375.625000
131,14.224769,7.140123,315.931174,297.540814,1.628446,1.164604,12.453608,302.138404,1.292157,5.000000,4.800000,4.000000,318.133816,307.548974,306.364158,0.669277,0.335944,14.864595,13.999326,0.076619,0.054795,0.585944,14.215643,0.060796
132,14.224769,14.224769,297.540814,297.540814,1.198274,1.170033,14.224769,297.540814,1.181149,7.000000,4.750000,3.000000,-3541676575324365.500000,-3541676575324366.000000,-3541676575324365.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219556713552680.406250,2669277683869291.500000,55833529053143848.000000,221642554819468.000000
133,14.224769,14.224769,297.540814,297.540814,1.185097,1.171013,14.224769,297.540814,1.178055,6.000000,5.400000,5.000000,-3541676575324379.000000,-3541676575324378.500000,-3541676575324379.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222383520762112.000000,219740655909691.093750,2669277683869291.500000,55833529053143848.000000,221062088335901.531250
134,14.224769,14.224769,297.540814,297.540814,1.186354,1.166666,14.224769,297.540814,1.176510,7.000000,6.200000,6.000000,-3541676575324371.500000,-3541676575324371.000000,-3541676575324371.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.250000,218924799156220.625000,2669277683869291.500000,55833529053143848.000000,220772063154840.906250
135,14.224769,14.224769,297.540814,297.540814,1.198274,1.163623,14.224769,297.540814,1.175174,7.000000,6.500000,6.000000,-3541676575324362.500000,-3541676575324362.000000,-3541676575324362.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,218353897628519.750000,2669277683869291.500000,55833529053143848.000000,220521312458101.281250
136,14.224769,14.224769,297.540814,297.540814,1.186354,1.170912,14.224769,297.540814,1.177468,7.000000,3.000000,2.000000,-3541676575324377.000000,-3541676575324377.000000,-3541676575324377.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.281250,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,220951905798314.281250
137,14.224769,14.224769,297.540814,297.540814,1.198274,1.165482,14.224769,297.540814,1.180353,4.000000,3.400000,3.000000,-3541676575324363.500000,-3541676575324363.000000,-3541676575324363.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,218702707885872.406250,2669277683869291.500000,55833529053143848.000000,221493230806318.281250
138,14.224769,14.224769,297.540814,297.540814,1.198274,1.170912,14.224769,297.540814,1.181442,4.000000,3.600000,3.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,221697510786248.625000
139,14.224769,14.224769,297.540814,297.540814,1.198274,1.168850,14.224769,297.540814,1.181476,4.000000,3.800000,3.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,221703868938471.531250
140,14.224769,14.224769,297.540814,297.540814,1.198274,1.168850,14.224769,297.540814,1.183562,5.000000,4.500000,4.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,222095382199798.250000
141,14.224769,14.224769,297.540814,297.540814,1.198274,1.168850,14.224769,297.540814,1.181476,5.000000,4.600000,4.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,221703868938471.500000
142,14.224769,14.224769,297.540814,297.540814,1.198274,1.168850,14.224769,297.540814,1.183562,5.000000,4.600000,4.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,222095382199798.250000
143,14.224769,14.224769,297.540814,297.540814,1.198274,1.168850,14.224769,297.540814,1.181476,5.000000,4.700000,4.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,221703868938471.531250
144,14.224769,14.224769,297.540814,297.540814,1.198274,1.168850,14.224769,297.540814,1.183562,5.000000,4.400000,4.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,222095382199798.250000
145,14.224769,14.224769,297.540814,297.540814,1.198274,1.168850,14.224769,297.540814,1.183562,5.000000,4.700000,4.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,222095382199798.250000
146,14.224769,14.224769,297.540814,297.540814,1.198274,1.168850,14.224769,297.540814,1.179379,5.000000,4.600000,4.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,221310473436429.218750
147,14.224769,14.224769,297.540814,297.540814,1.198274,1.168850,14.224769,297.540814,1.183562,6.000000,5.400000,5.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,222095382199798.250000
148,14.224769,14.224769,297.540814,297.540814,1.186354,1.168850,14.224769,297.540814,1.177602,6.000000,5.200000,5.000000,-3541676575324374.000000,-3541676575324374.500000,-3541676575324374.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.250000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,220976974717896.656250
149,14.224769,14.224769,297.540814,297.540814,1.186354,1.170912,14.224769,297.540814,1.177468,5.000000,3.200000,2.000000,-3541676575324377.000000,-3541676575324377.000000,-3541676575324377.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.281250,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,220951905798314.281250
150,14.224769,14.224769,297.540814,297.540814,1.186354,1.171013,14.224769,297.540814,1.178684,4.000000,3.700000,3.000000,-3541676575324377.000000,-3541676575324377.000000,-3541676575324377.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.250000,219740655909691.093750,2669277683869291.500000,55833529053143848.000000,221179991531576.156250
151,14.224769,14.224769,297.540814,297.540814,1.198274,1.167646,14.224769,297.540814,1.182960,4.000000,3.800000,3.000000,-3541676575324364.000000,-3541676575324365.000000,-3541676575324364.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219108741513231.375000,2669277683869291.500000,55833529053143848.000000,221982441815247.875000
152,14.224769,14.224769,297.540814,297.540814,1.198274,1.171013,14.224769,297.540814,1.184644,3.000000,2.700000,2.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219740655909691.093750,2669277683869291.500000,55833529053143848.000000,222298399013477.750000
153,14.224769,14.224769,297.540814,297.540814,1.198274,1.177303,14.224769,297.540814,1.187788,3.000000,2.800000,2.000000,-4414075466779742.500000,-4414075466779742.500000,-4414075466779742.500000,2669277683869291.500000,2669277683869291.500000,55833529053143848.000000,55833529053143840.000000,224856142117264.375000,220920842415818.125000,2669277683869291.500000,55833529053143848.000000,222888492266541.250000
154,14.224769,14.224769,297.540814,297.540814,1.185097,1.170912,14.224769,297.540814,1.178005,3.000000,2.900000,2.000000,-3541676575324379.000000,-3541676575324378.500000,-3541676575324379.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222383520762112.031250,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,221052551107567.156250
155,14.224769,14.224769,297.540814,297.540814,1.198274,1.171013,14.224769,297.540814,1.184644,4.000000,3.700000,3.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219740655909691.093750,2669277683869291.500000,55833529053143848.000000,222298399013477.750000
156,14.224769,14.224769,297.540814,297.540814,1.198274,1.167748,14.224769,297.540814,1.180387,5.000000,4.500000,4.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219127815969900.125000,2669277683869291.500000,55833529053143848.000000,221499588958541.218750
157,14.224769,14.224769,297.540814,297.540814,1.186354,1.168850,14.224769,297.540814,1.177602,6.000000,5.300000,5.000000,-3541676575324374.000000,-3541676575324374.500000,-3541676575324374.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.250000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,220976974717896.656250
158,14.224769,14.224769,297.540814,297.540814,1.183035,1.170912,14.224769,297.540814,1.176362,3.000000,3.000000,3.000000,-3541676575324383.500000,-3541676575324383.500000,-3541676575324383.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,221996561591421.843750,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,220744317277634.468750
159,14.224769,14.224769,297.540814,297.540814,1.198274,1.168850,14.224769,297.540814,1.181476,4.000000,3.500000,3.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,221703868938471.531250
160,14.224769,14.224769,297.540814,297.540814,1.198274,1.168850,14.224769,297.540814,1.181476,4.000000,3.700000,3.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,221703868938471.531250
